# command_history: tcksample ../extractor_outputs/subj04/dwi/lh_mOTS_words_extracted.tck /oak/stanford/groups/kalanit/biac2/kgs/projects/emily/git/fsub_extractor/tutorial/data/subj04/dwi/fa.nii.gz ../extractor_outputs/subj04/dwi/lh_mOTS_words_FA_streamline_means.csv -stat_tck mean -precise  (version=3.0.3)
0.4372892976,0.4071056545,0.5018535256,0.4283613265,0.5211517811,0.5660147071,0.528247416,0.4871430993,0.4918434024,0.4669397473,0.5203425288,0.4943409562,0.4382054806,0.4820180833,0.4709565938,0.4920580089,0.5129380822,0.5159284472,0.5136130452,0.4459891021,0.443459481,0.4496915936,0.5747506022,0.5698067546,0.5795057416,0.5264187455,0.4792010188,0.484144628,0.5072131753,0.4403036535,0.5180571079,0.5767859221,0.582166791,0.4895941615,0.4729794562,0.4912012815,0.4602620006,0.50953722,0.4951716959,0.4744472802,0.5244749188,0.507997036,0.5362044573,0.4271954298,0.5245109797,0.5087328553,0.4060537815,0.5281879902,0.3792076409,0.3998799324,0.579865098,0.4977363348,0.4592033625,0.5088734627,0.4102352262,0.4688049257,0.4565533102,0.5167458057,0.4288285077,0.5295898914,0.5284349322,0.4909018278,0.539286077,0.4541325569,0.5349738002,0.4793120325,0.4840251505,0.4870415628,0.517919302,0.5096885562,0.4804482758,0.5544180274,0.5242334008,0.5434606075,0.5649834275,0.5715648532,0.4978226423,0.4237231016,0.5304506421,0.4778156579,0.4602949917,0.5187981725,0.4402711689,0.5350099206,0.4927910864,0.5078902841,0.4570717216,0.4993337393,0.5608225465,0.4379918277,0.5112704635,0.5196847916,0.5807349086,0.4454839528,0.5178875923,0.4549250901,0.5559552908,0.4420203865,0.4411897659,0.5079017878,0.4351156652,0.5825455785,0.4528906643,0.5093482137,0.4721285701,0.5225142837,0.4888091981,0.5501710176,0.4946855903,0.4681482315,0.5389467478,0.4758274555,0.5299390554,0.487077862,0.5039346814,0.508379221,0.4937564731,0.5514604449,0.4746600091,0.4724839032,0.4421513677,0.430151552,0.4562680721,0.4180541039,0.5473018885,0.5129367113,0.5172387362,0.5110813379,0.4560081661,0.4624754488,0.4930443168,0.3954033554,0.4088392556,0.4867487848,0.5473214388,0.5029296875,0.5458145142,0.54745996,0.5555249453,0.4743363857,0.5832337737,0.4324247837,0.4924924672,0.5427386761,0.4626882374,0.4267300069,0.4875451922,0.521884501,0.5606376529,0.4533156157,0.5622997284,0.4948321879,0.5105722547,0.4868513644,0.5063397884,0.4775032401,0.5228177905,0.5568681955,0.4400680959,0.4477593601,0.5093362331,0.4761176407,0.4376187623,0.5491320491,0.4788961112,0.5156397223,0.5620708466,0.5707131028,0.4183169007,0.4572973251,0.4099438787,0.5076959729,0.5229575634,0.4847970009,0.4679961503,0.4606425464,0.4601130486,0.5289118886,0.4881235659,0.5057809949,0.543299377,0.5025843382,0.4012797475,0.5076977611,0.5540313721,0.557448864,0.4439550638,0.4732371867,0.4700046182,0.5185519457,0.5438646674,0.4896681905,0.5902013183,0.5572757721,0.49396649,0.5448170304,0.5141068697,0.5163074732,0.4886399508,0.5412217379,0.457008332,0.5216691494,0.5109452605,0.5111480951,0.5556943417,0.4482002854,0.5242581367,0.5211726427,0.4905602634,0.5445131063,0.4510167837,0.502114594,0.4445621669,0.5821473598,0.5153119564,0.4828867614,0.4703359902,0.536062181,0.4950306714,0.4611794055,0.5378245115,0.4587845802,0.5583851933,0.5516982079,0.5332882404,0.5255807638,0.5244753361,0.570201993,0.4110198319,0.5418395996,0.4285660386,0.5121699572,0.5120415092,0.462439537,0.4262946248,0.5559768081,0.4401288331,0.5197185874,0.424056977,0.442992121,0.5046146512,0.5356764197,0.4310747683,0.4453229904,0.5006451011,0.5473927259,0.537298739,0.4233821034,0.4939783216,0.5566737652,0.5531895757,0.3967416286,0.4738546908,0.5487883091,0.5351605415,0.4852904379,0.5851029754,0.4236031771,0.4852899015,0.4333406985,0.516487956,0.4242367148,0.5597734451,0.4978084266,0.5856332779,0.5842986107,0.4553309083,0.5322062373,0.550283432,0.5505809784,0.5330616236,0.4683637023,0.5670076609,0.5257590413,0.6154996753,0.5508875847,0.5184655786,0.5194604993,0.5308451653,0.5527864099,0.5229668617,0.42889449,0.5996843576,0.4475382268,0.5106573105,0.4772342145,0.4842812121,0.5227575898,0.6031179428,0.4054268003,0.4563495517,0.4915198088,0.5212082863,0.4515937269,0.5487729311,0.5468277335,0.5782022476,0.4917666316,0.462017566,0.4942020774,0.4077451527,0.4298920631,0.4389581084,0.4195657372,0.5176703334,0.4202537239,0.4488903582,0.5148837566,0.4635623395,0.4962624609,0.5035936236,0.5708037019,0.5555738807,0.4723834097,0.5336275697,0.4158527255,0.4810821712,0.4931173921,0.4401126802,0.5076761842,0.4944717884,0.5259290934,0.4746973813,0.4837093055,0.4277614951,0.4923200011,0.5079225302,0.4501978159,0.4395628572,0.5810648799,0.4358014166,0.4852893054,0.4304552078,0.4553548992,0.4298068583,0.5772732496,0.4878765345,0.5367281437,0.5272476673,0.4815621674,0.4085582495,0.4628801048,0.497012049,0.510671258,0.5083934069,0.4824076891,0.4861889482,0.5850033164,0.4794248044,0.5062860847,0.4285062551,0.5464285612,0.4601158202,0.4405647814,0.5557899475,0.4395312369,0.5562221408,0.5802437067,0.5601323247,0.5154007077,0.5231842995,0.5110199451,0.4725257158,0.5210954547,0.4527849853,0.5134316087,0.444943279,0.4675960243,0.5106329322,0.5485586524,0.5024013519,0.4581136107,0.4882725179,0.5063092709,0.4591473341,0.392867595,0.5070698857,0.5849158168,0.4480669498,0.5228329301,0.3877561688,0.444106698,0.4374132752,0.455643028,0.4824965,0.440269053,0.4995270371,0.5433955789,0.4057521522,0.4975284934,0.4095391929,0.4652584791,0.4336811304,0.5157316923,0.4309196174,0.5353010893,0.4823517203,0.4999932051,0.44140324,0.557264924,0.4548524618,0.4363004565,0.4758968651,0.45769912,0.5477809906,0.4950329661,0.4737844765,0.4418852627,0.4074367285,0.5135092735,0.4675402343,0.5708678365,0.5190948844,0.5322663188,0.4627630413,0.4097042382,0.4995509684,0.5143852234,0.4296030998,0.4350059032,0.43225649,0.5109099746,0.528464973,0.5601893067,0.467998594,0.5108075738,0.4591858685,0.4576975405,0.5618296862,0.4443858862,0.5607941151,0.5227668881,0.409688592,0.5246828198,0.5409453511,0.4500540793,0.505597055,0.5210449696,0.5055127144,0.4757358134,0.4965769947,0.4429186583,0.5798748136,0.4474761486,0.4339613616,0.3930487335,0.4760892391,0.5083648562,0.4353682399,0.4958485663,0.4245655239,0.5150150657,0.558725059,0.4448218346,0.4304412305,0.511498332,0.5718289614,0.4340432584,0.5360526443,0.4649070501,0.4922372699,0.5828381777,0.4345125556,0.5670596957,0.4420613647,0.51639992,0.4545975924,0.5070973635,0.4053241014,0.4737276435,0.475659281,0.5101669431,0.5235266089,0.548355937,0.4891909361,0.5184066892,0.398786217,0.4496449828,0.4657847285,0.4761544168,0.5671315193,0.5030639172,0.4641032815,0.4945139587,0.5731608868,0.4929439127,0.5847285986,0.4989765882,0.493131578,0.5622242689,0.4741390049,0.4953893721,0.5294278264,0.5442566872,0.6076152921,0.5084782243,0.4377575815,0.5210096836,0.4520957172,0.4929619133,0.5045462847,0.4148318768,0.5303687453,0.4347472489,0.5047222376,0.4370972812,0.484025985,0.5206965804,0.5061740875,0.5363372564,0.5093600154,0.5912617445,0.428473413,0.5714972615,0.4168542624,0.5228490233,0.5035433173,0.506716013,0.485791862,0.5584654212,0.458861053,0.5473037958,0.5300564766,0.4421849251,0.4847047925,0.4939335883,0.4701537192,0.425658226,0.4821183681,0.4914472401,0.4663108587,0.529615581,0.5677836537,0.5011561513,0.5222098231,0.5424585342,0.4649066925,0.5654810071,0.4045708179,0.4272990227,0.4106322527,0.3886877894,0.5889214277,0.4590526223,0.5401373506,0.395904243,0.4240416884,0.4248580337,0.559312284,0.4139211774,0.4479597509,0.5250395536,0.4841177762,0.5314902663,0.4799718559,0.4839588106,0.4773831964,0.5307109952,0.5520952344,0.4977715909,0.46204561,0.5143850446,0.5177811384,0.5034815669,0.4124170542,0.4619857967,0.4153737426,0.4401957393,0.4778859913,0.4111861885,0.4077174962,0.4135698974,0.4817205071,0.4900462925,0.4433837533,0.4104463458,0.4933509529,0.4736063182,0.5402561426,0.4298814833,0.4379477203,0.5114501119,0.4998725653,0.545342505,0.4692932367,0.4279893041,0.5398073196,0.4959397614,0.4681364596,0.487229377,0.480958581,0.4969103336,0.4494248331,0.4317226708,0.4484422207,0.4541892707,0.5545186996,0.5716152191,0.4907352924,0.4999776185,0.5645509958,0.4231249988
